#ID	Name	SMILES
Hlpr-1214-0	Hlpr-1214-0	NC(N)=NCCCC(NC(=O)C(N)CC(=O)O)C(=O)O
Hlpr-1216-0	Hlpr-1216-0	NC(Cc1c[nH]c2ccccc12)C(=O)O
Hlpr-1217-0	Hlpr-1217-0	Nc1ccccc1[N+](=O)O
Hlpr-1217-1	Hlpr-1217-1	CC(NC(=O)C(N)CC(=O)O)C(=O)O
Hlpr-1218-0	Hlpr-1218-0	CC(NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1N)C(=O)O
Hlpr-1219-0	Hlpr-1219-0	O=C(O)CNC(=O)C=Cc1ccco1
Hlpr-1219-1	Hlpr-1219-1	NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O
Hlpr-1220-0	Hlpr-1220-0	NC(N)=NCCCC(N)C(=O)O
Hlpr-1220-1	Hlpr-1220-1	CC(C)CC(N)C(=O)NC(C)C(=O)O
Hlpr-1224-0	Hlpr-1224-0	NC(N)=NCCCC(N)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)O
Hlpr-1224-1	Hlpr-1224-1	NCC(=O)NC(Cc1ccccc1)C(=O)O
Hlpr-1227-1	Hlpr-1227-1	CCC(C)C(NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(N)CO)C(=O)O
Hlpr-1228-0	Hlpr-1228-0	NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O
Hlpr-1228-1	Hlpr-1228-1	CC(=O)NCC(=O)O
Hlpr-1232-0	Hlpr-1232-0	CC(NC(=O)CN)C(=O)O
Hlpr-1236-0	Hlpr-1236-0	CC(N)C(=O)NC(C(=O)O)C(C)C
Hlpr-1239-1	Hlpr-1239-1	CC(NS(C)(=O)=O)C(=O)CCCCNC(CCCNC(=N)N)C(=O)O
Hlpr-1248-1	Hlpr-1248-1	CC(NC(=O)C=Cc1ccco1)C(=O)O
Hlpr-1250-0	Hlpr-1250-0	CC(C)C(N)CC(=O)O
Hlpr-1250-1	Hlpr-1250-1	CCC(C)C(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O
Hlpr-1251-1	Hlpr-1251-1	O=C(O)CNC(=O)c1ccccc1
Hlpr-1252-1	Hlpr-1252-1	NCCCCC(NC(=O)c1ccccc1)C(=O)O
Hlpr-1253-1	Hlpr-1253-1	NC(CCC(=O)O)C(=O)O
Hlpr-1254-0	Hlpr-1254-0	CSCCC(NC(=O)c1ccccc1)C(=O)O
Hlpr-1257-0	Hlpr-1257-0	NCCC(=O)O
Hlpr-1258-0	Hlpr-1258-0	CC(=O)NC1C2OCC(O2)C(O)C1OC(C)C(=O)O
Hlpr-1258-1	Hlpr-1258-1	CC(N)C(=O)NC(CCC(=O)NC(CCCCN)C(=O)O)C(=O)O
Hlpr-1259-0	Hlpr-1259-0	NC(CS)C(=O)NCC(=O)O
Hlpr-1260-1	Hlpr-1260-1	Nc1cc(Br)c(O)c(Br)c1
Hlpr-1263-0	Hlpr-1263-0	NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O
Hlpr-1265-0	Hlpr-1265-0	CC(C)CC(N)C(=O)O
Hlpr-1268-1	Hlpr-1268-1	CC(=O)NCC(NC(C)=O)C(=O)O
Hlpr-1270-0	Hlpr-1270-0	CC(NC(=O)C(N)Cc1ccccc1)C(=O)O
Hlpr-1270-1	Hlpr-1270-1	COc1cc(NC(C)CCCN)c2ncccc2c1
Hlpr-1277-0	Hlpr-1277-0	CSCCC(NC(=O)C1CCCN1C(=O)CN)C(=O)O
Hlpr-1277-1	Hlpr-1277-1	NNc1ccc2c(c1)C(=O)c1ccccc1C2=O
Hlpr-1281-0	Hlpr-1281-0	CC(O)C(N)C(=O)O
Hlpr-1291-1	Hlpr-1291-1	NCC(N)=O
Hlpr-1292-1	Hlpr-1292-1	NCCCCC(N)C(=O)N1CCCC1C(=O)O
Hlpr-1295-0	Hlpr-1295-0	CCNCC(=O)O
Hlpr-1295-1	Hlpr-1295-1	Cc1cccc(C)c1N
Hlpr-1297-1	Hlpr-1297-1	CCC(N)C(=O)O
Hlpr-1298-0	Hlpr-1298-0	CC(NC(=O)C1CCCN1C(=O)CN)C(=O)O
Hlpr-1299-0	Hlpr-1299-0	NC(CO)CC(=O)O
Hlpr-1299-1	Hlpr-1299-1	CCC(C)C(N)C(=O)NC(CC(=O)O)Cc1ccc(O)cc1
Hlpr-1300-0	Hlpr-1300-0	Nc1ccccc1
Hlpr-1304-1	Hlpr-1304-1	O=C(O)CNC(=O)OCc1ccccc1
Hlpr-1305-1	Hlpr-1305-1	CC(N)C(=O)NC(=O)CCC(NC(=O)C(N)CCCC(N)C(=O)O)C(=O)O
Hlpr-1313-1	Hlpr-1313-1	CCC(C)C(NC(=O)C1CCCN1C(=O)CN)C(=O)O
Hlpr-1325-0	Hlpr-1325-0	CC(N)C(=O)N1CCCC1C(=O)O
Hlpr-1328-1	Hlpr-1328-1	Nc1ccccc1C(=O)O
Hlpr-1329-1	Hlpr-1329-1	NCCCCC(NC(=O)c1ccccc1N)C(=O)O
Hlpr-1331-0	Hlpr-1331-0	CCC(C)C(NC(=O)C1CCCN1)C(=O)NC(C(=O)O)C(C)C
Hlpr-1338-0	Hlpr-1338-0	Nc1ncnc2nc[nH]c12
Hlpr-1340-0	Hlpr-1340-0	CC(C)(CO)C(O)C(=O)O
Hlpr-1340-1	Hlpr-1340-1	CCN
Hlpr-1352-0	Hlpr-1352-0	CN
Hlpr-1352-1	Hlpr-1352-1	O=C(O)CCC(=O)O
Hlpr-1354-0	Hlpr-1354-0	NC(N)=O
Hlpr-1355-0	Hlpr-1355-0	CC(C)(C)N
Hlpr-1357-0	Hlpr-1357-0	Oc1nc(O)nc(O)n1
Hlpr-1357-1	Hlpr-1357-1	NC(=O)CC(N)C(=O)O
Hlpr-1358-0	Hlpr-1358-0	NC(=O)O
Hlpr-2094-0	Hlpr-2094-0	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)O
Hlpr-2095-0	Hlpr-2095-0	COC1OC(CO)C(O)C(O)C1O
Hlpr-2097-1	Hlpr-2097-1	NCCOP(=O)(O)OCC(N)C(=O)O
Hlpr-2099-0	Hlpr-2099-0	OC1CCCCC1
Hlpr-2099-1	Hlpr-2099-1	CCCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCCC
Hlpr-2101-0	Hlpr-2101-0	Nc1nc(=O)c2ncn(C3CC(O)C(COP(=O)(O)O)O3)c2[nH]1
Hlpr-2101-1	Hlpr-2101-1	NC(CC(=O)OP(=O)(O)O)C(=O)O
Hlpr-2236-0	Hlpr-2236-0	NC1C(OP(=O)(O)O)OC(CO)C(O)C1O
Hlpr-2240-0	Hlpr-2240-0	NC(=O)c1ccc[n+](C2OC(COP(=O)(O)O)C(O)C2O)c1
Hlpr-2241-0	Hlpr-2241-0	O=C(O)C1(O)CC(O)C(O)C(C(O)CO)O1
Hlpr-2247-0	Hlpr-2247-0	CC1OC(OP(=O)(O)O)C(O)C(O)C1O
Hlpr-2248-0	Hlpr-2248-0	CC(OP(=O)(O)O)C(=O)O
Hlpr-2250-0	Hlpr-2250-0	CCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCC
Hlpr-2254-0	Hlpr-2254-0	O=P(O)(O)OC1C=C(CO)C(O)C(O)C1O
Hlpr-2259-0	Hlpr-2259-0	CCCCC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO
Hlpr-2385-1	Hlpr-2385-1	Cc1c[nH]c(=O)[nH]c1=O
Hlpr-2432-0	Hlpr-2432-0	NCCCCN
Hlpr-2434-0	Hlpr-2434-0	NCC(CC(=O)O)C(=O)O
Hlpr-2442-0	Hlpr-2442-0	NCCCC(=O)O
Hlpr-2442-1	Hlpr-2442-1	NCC(N)C(=O)O
Hlpr-2446-0	Hlpr-2446-0	NC(CS)C(=O)O
Hlpr-2446-1	Hlpr-2446-1	NCCO
Hlpr-2447-0	Hlpr-2447-0	N=C(N)NCCC(N)CC(=O)O
Hlpr-2450-1	Hlpr-2450-1	NC1OC(COP(=O)(O)O)C(O)C1O
Hlpr-2453-0	Hlpr-2453-0	O=CCO
Hlpr-2453-1	Hlpr-2453-1	CC(=O)C(=O)O
Hlpr-2454-0	Hlpr-2454-0	CC=O
Hlpr-2457-0	Hlpr-2457-0	C=O
Hlpr-2457-1	Hlpr-2457-1	CC(C)C(=O)C(=O)O
Hlpr-2460-0	Hlpr-2460-0	O=CC(=O)O
Hlpr-2463-0	Hlpr-2463-0	CC[N+](=O)O
Hlpr-2463-1	Hlpr-2463-1	O=Cc1ccco1
Hlpr-2466-1	Hlpr-2466-1	CCCCCCCCCCCCCCCC=O
Hlpr-2468-0	Hlpr-2468-0	CCC=O
Hlpr-2470-1	Hlpr-2470-1	O=Cc1ccccc1
Hlpr-2473-0	Hlpr-2473-0	O=Cc1ccoc1
Hlpr-2518-0	Hlpr-2518-0	Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)n2ccnc2)O1
Hlpr-2520-0	Hlpr-2520-0	O=P(O)(O)OCC(O)C(O)C(O)CO
Hlpr-2520-1	Hlpr-2520-1	c1c[nH]cn1
Hlpr-2560-0	Hlpr-2560-0	O=C(O)C(=O)Cc1ccccc1
Hlpr-2564-1	Hlpr-2564-1	NC(=O)CCC(N)C(=O)O
Hlpr-2568-0	Hlpr-2568-0	Nc1ncnc2c1ncn2C1CCC(CO)O1
Hlpr-2568-1	Hlpr-2568-1	O=c1nc[nH]c2nc[nH]c12
Hlpr-2569-1	Hlpr-2569-1	NCCCC(N)C(=O)O
Hlpr-2573-0	Hlpr-2573-0	C[S+](CCC(=O)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
Hlpr-2573-1	Hlpr-2573-1	CC(N)C(N)CCCCCC(=O)O
Hlpr-2576-1	Hlpr-2576-1	O=C(O)C(=O)CC1(C(=O)O)C=CC(O)C=C1
Hlpr-2578-0	Hlpr-2578-0	CC(N)C(=O)CCCCCC(=O)O
Hlpr-2578-1	Hlpr-2578-1	C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
Hlpr-2582-0	Hlpr-2582-0	NC(CCc1ccccc1)C(=O)O
Hlpr-2582-1	Hlpr-2582-1	NCCCCC(=O)C(=O)O
Hlpr-2588-0	Hlpr-2588-0	Nc1ccnc(=O)[nH]1
Hlpr-2588-1	Hlpr-2588-1	O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1
Hlpr-2598-0	Hlpr-2598-0	NC(CCO)C(=O)O
Hlpr-2598-1	Hlpr-2598-1	NC(CC=O)C(=O)O
Hlpr-2602-0	Hlpr-2602-0	O=C(O)C(=O)CCO
Hlpr-2602-1	Hlpr-2602-1	NCCC(N)C(=O)O
Hlpr-2603-0	Hlpr-2603-0	C[S+](C)CCC(=O)C(=O)O
Hlpr-2603-1	Hlpr-2603-1	Cc1ncc(COP(=O)(O)O)c(CN)c1O
Hlpr-2605-0	Hlpr-2605-0	NC1CC(O)C(O)C(O)C1O
Hlpr-2605-1	Hlpr-2605-1	NC(=O)CCC(=O)C(=O)O
Hlpr-2606-0	Hlpr-2606-0	Cc1ncc(COP(=O)(O)O)c(C=O)c1O
Hlpr-2610-0	Hlpr-2610-0	CC(N)CCc1ccccc1
Hlpr-2610-1	Hlpr-2610-1	CC(C)=O
Hlpr-2611-0	Hlpr-2611-0	NCC(O)CO
Hlpr-2611-1	Hlpr-2611-1	CC(C=O)C(=O)O
Hlpr-2613-0	Hlpr-2613-0	O=C(O)C(=O)c1cc(O)cc(O)c1
Hlpr-2614-0	Hlpr-2614-0	CCCCCC=O
Hlpr-2614-1	Hlpr-2614-1	NCCS(=O)(=O)O
Hlpr-2615-0	Hlpr-2615-0	CCCCCN
Hlpr-2615-1	Hlpr-2615-1	O=CCS(=O)(=O)O
Hlpr-2624-0	Hlpr-2624-0	NCC(=O)NCC(=O)O
Hlpr-2624-1	Hlpr-2624-1	NC(CCC(=O)NCC(=O)NCC(=O)O)C(=O)O
Hlpr-2625-1	Hlpr-2625-1	CC(C)C(NC(=O)CCC(N)C(=O)O)C(=O)O
Hlpr-2626-0	Hlpr-2626-0	Cc1cn(C2CCC(CO)O2)c(=O)[nH]c1=O
Hlpr-2627-1	Hlpr-2627-1	NC(CCC(=O)Nc1ccc2ccccc2c1)C(=O)O
Hlpr-2629-1	Hlpr-2629-1	CSCCC(NC(=O)CCC(N)C(=O)O)C(N)=O
Hlpr-2630-1	Hlpr-2630-1	Nc1ncnc(=O)[nH]1
Hlpr-2632-1	Hlpr-2632-1	NCCCCNCCCCN
Hlpr-2634-1	Hlpr-2634-1	CC(O)C(NC(=O)CCC(N)C(=O)O)C(=O)O
Hlpr-2635-1	Hlpr-2635-1	NC(CCC(=O)N1CCCC1C(=O)O)C(=O)O
Hlpr-2639-0	Hlpr-2639-0	N=C(N)NCCCC(N)C(=O)O
Hlpr-2736-0	Hlpr-2736-0	CC12CCC(=O)C(CCC(=O)O)C1CCC2=O
Hlpr-2736-1	Hlpr-2736-1	CC=CC=C(O)C(=O)O
Hlpr-2737-0	Hlpr-2737-0	O=P(O)(O)OCC1OC(O)C(O)C1O
Hlpr-2737-1	Hlpr-2737-1	O=c1cc[nH]c(=O)[nH]1
Hlpr-2738-0	Hlpr-2738-0	O=C(O)CCc1ccc(O)cc1
Hlpr-2738-1	Hlpr-2738-1	Oc1cc(O)cc(O)c1
Hlpr-2741-1	Hlpr-2741-1	O=C(O)C=CC(=O)O
Hlpr-2745-0	Hlpr-2745-0	O=C(O)c1ccc(Cl)cc1
Hlpr-2745-1	Hlpr-2745-1	O=C(O)c1ccccc1O
Hlpr-2750-1	Hlpr-2750-1	c1ccc2[nH]ccc2c1
Hlpr-2754-0	Hlpr-2754-0	C=CC(=O)O
Hlpr-2764-0	Hlpr-2764-0	CS
Hlpr-2765-0	Hlpr-2765-0	Sc1ccccc1
Hlpr-2766-1	Hlpr-2766-1	NC(CCS)C(=O)O
Hlpr-2801-0	Hlpr-2801-0	O=P(O)(O)OC1OCC(O)C(O)C1O
Hlpr-2803-0	Hlpr-2803-0	C=C(OP(=O)(O)O)C(=O)O
Hlpr-2804-0	Hlpr-2804-0	c1ncc2[nH]cnc2n1
Hlpr-2804-1	Hlpr-2804-1	O=P(O)(O)OC1CCC(CO)O1
Hlpr-2805-1	Hlpr-2805-1	O=P(O)(O)OC1CC(O)C(CO)O1
Hlpr-2806-1	Hlpr-2806-1	NC(=O)OP(=O)(O)O
Hlpr-2833-0	Hlpr-2833-0	O=P(O)(O)OCC1OC(OP(=O)(O)OP(=O)(O)O)C(O)C1O
Hlpr-2834-0	Hlpr-2834-0	CC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O
Hlpr-2834-1	Hlpr-2834-1	O=C(O)c1ccc(O)cc1
Hlpr-2874-0	Hlpr-2874-0	CC(C)=CC=O
Hlpr-2876-0	Hlpr-2876-0	CC(C=O)=CC=CC=C(C)C=CC=C(C)C=C=C1C(C)(C)CC(O)CC1(C)O
Hlpr-2876-1	Hlpr-2876-1	CC(C=CC12OC1(C)CC(O)CC2(C)C)=CC=O
Hlpr-2877-0	Hlpr-2877-0	CC(C=CC=O)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C
Hlpr-2877-1	Hlpr-2877-1	CC(=O)C=CC1=C(C)CCCC1(C)C
Hlpr-2878-0	Hlpr-2878-0	CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O
Hlpr-2878-1	Hlpr-2878-1	CC(C)=CCCC(C)=CC=CC(C)=CC=CC(C)=CC=O
Hlpr-2881-0	Hlpr-2881-0	CC(=O)c1ccc(O)cc1
Hlpr-2881-1	Hlpr-2881-1	O=Cc1ccc(O)cc1
Hlpr-2903-0	Hlpr-2903-0	COC(=O)C(NC(=O)C1CCCN1)C(C)C
Hlpr-2903-1	Hlpr-2903-1	OCc1ccccc1
Hlpr-2904-0	Hlpr-2904-0	COC(=O)C(NC(=O)CCN)C(C)C
Hlpr-2905-0	Hlpr-2905-0	NC(N)=Nc1ccc(O)cc1
Hlpr-2905-1	Hlpr-2905-1	CCCCCNC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1
Hlpr-2910-1	Hlpr-2910-1	O=C(NC(Cc1ccccc1)C(=O)NC1CCCCCC1)c1ccccc1
Hlpr-2911-0	Hlpr-2911-0	CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1
Hlpr-2914-0	Hlpr-2914-0	CC(=O)N(O)c1ccc(-c2ccccc2)cc1
Hlpr-2914-1	Hlpr-2914-1	N=C(N)NCCCC(N)C(=O)NC(CCC(=O)O)C(N)=O
Hlpr-2917-0	Hlpr-2917-0	O=c1cc[nH]cc1O
Hlpr-2917-1	Hlpr-2917-1	NC(COC(=O)CCC(=O)O)C(=O)O
Hlpr-2918-1	Hlpr-2918-1	CCOC(=O)C(CCCN=C(N)N)NC(=O)c1ccccc1
Hlpr-2919-0	Hlpr-2919-0	NC1CCCCCC1
Hlpr-2920-0	Hlpr-2920-0	COC(=O)C(N)C(C)C
Hlpr-2920-1	Hlpr-2920-1	NCCC(=O)OCc1ccccc1
Hlpr-2921-0	Hlpr-2921-0	NC(=O)C(N)CCC(=O)O
Hlpr-2922-0	Hlpr-2922-0	CNC(C)C(=O)NC(CC(N)=O)C(=O)NC(C)C(C)=O
Hlpr-2923-0	Hlpr-2923-0	COc1cc(CN)ccc1O
Hlpr-2923-1	Hlpr-2923-1	CCCCOC(=O)C(N)c1ccccc1
Hlpr-2924-0	Hlpr-2924-0	CC(=O)ONc1ccc(-c2ccccc2)cc1
Hlpr-2937-0	Hlpr-2937-0	Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1
Hlpr-2939-0	Hlpr-2939-0	Nc1nc2c(ncn2C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1
Hlpr-2948-0	Hlpr-2948-0	OP(O)(O)=S
Hlpr-2949-0	Hlpr-2949-0	CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS
Hlpr-2956-1	Hlpr-2956-1	NC(COP(=O)(O)O)C(=O)O
Hlpr-2962-1	Hlpr-2962-1	CC(CC(=O)O)C(=O)O
Hlpr-2963-0	Hlpr-2963-0	CCCCCOCC(O)COP(=O)(O)OC
Hlpr-3010-1	Hlpr-3010-1	O=C(O)CC(O)C(=O)O
Hlpr-3019-1	Hlpr-3019-1	CCC(=O)C(=O)O
Hlpr-3024-1	Hlpr-3024-1	NC(=O)NCCCC(N)C(=O)O
Hlpr-3054-0	Hlpr-3054-0	CC(C)(CO)C(O)C(=O)NCCC(=O)NCCS
Hlpr-3054-1	Hlpr-3054-1	NC(CCSCCO)C(=O)O
Hlpr-3055-0	Hlpr-3055-0	O=NO
Hlpr-3055-1	Hlpr-3055-1	Cc1cccc(O)c1O
Hlpr-3091-0	Hlpr-3091-0	C=C(C)CCOP(=O)(O)OP(=O)(O)O
Hlpr-3098-1	Hlpr-3098-1	NC(CCSCC(N)C(=O)O)C(=O)O
Hlpr-3099-0	Hlpr-3099-0	CCCCC(=O)OC(CO)COP(=O)(O)OCCN
Hlpr-3099-1	Hlpr-3099-1	CCC(C)(C)C(=O)SCCC(=O)OC
Hlpr-3102-0	Hlpr-3102-0	CCS
Hlpr-3102-1	Hlpr-3102-1	NC(CCOC(=O)CCC(=O)O)C(=O)O
Hlpr-3103-0	Hlpr-3103-0	S
Hlpr-3103-1	Hlpr-3103-1	CC(=O)OCC(N)C(=O)O
Hlpr-3122-0	Hlpr-3122-0	O=CC(=O)COP(=O)(O)O
Hlpr-3122-1	Hlpr-3122-1	CC(=O)C(O)C(O)CC(N)C(=O)O
Hlpr-3123-1	Hlpr-3123-1	O=CC(O)COP(=O)(O)O
Hlpr-3125-0	Hlpr-3125-0	NCCCCCNCCCN
Hlpr-3125-1	Hlpr-3125-1	CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
Hlpr-3126-0	Hlpr-3126-0	NCCCCNCCCN
Hlpr-3126-1	Hlpr-3126-1	C[S+](CCCN)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
Hlpr-3127-0	Hlpr-3127-0	NCCCN
Hlpr-3207-1	Hlpr-3207-1	O=C(O)c1cc(O)c2ccccc2c1O
Hlpr-3208-0	Hlpr-3208-0	O=C(O)C1=CC(=O)c2ccccc2C1=O
Hlpr-3225-0	Hlpr-3225-0	O=C(O)CC(=O)C(=O)O
Hlpr-3237-0	Hlpr-3237-0	CC1CO1
Hlpr-3237-1	Hlpr-3237-1	O=S(=O)(O)CCS
Hlpr-3242-1	Hlpr-3242-1	CC(=O)Nc1ccc(C(=O)O)cc1
Hlpr-3244-0	Hlpr-3244-0	CN(C)C
Hlpr-3250-1	Hlpr-3250-1	NC(CCC(=O)NC(CS)C(=O)O)C(=O)O
Hlpr-3256-0	Hlpr-3256-0	NC(=O)CCC(=O)O
Hlpr-3256-1	Hlpr-3256-1	NO
Hlpr-3262-1	Hlpr-3262-1	O=C1C(O)=CC=C(CO)C1O
Hlpr-3270-1	Hlpr-3270-1	NC(=O)c1cccnc1
Hlpr-3284-0	Hlpr-3284-0	CC(C)CC(=O)C(=O)O
Hlpr-3285-1	Hlpr-3285-1	O=C(O)CCCO
Hlpr-3310-0	Hlpr-3310-0	C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC=O
Hlpr-3310-1	Hlpr-3310-1	NCCc1ccc(O)c(O)c1
Hlpr-3311-0	Hlpr-3311-0	O=CCc1ccc(O)cc1
Hlpr-3322-0	Hlpr-3322-0	O=C(CO)COP(=O)(O)O
Hlpr-3322-1	Hlpr-3322-1	O=CC(O)CO
Hlpr-3332-0	Hlpr-3332-0	CSCCS(=O)(=O)O
Hlpr-3332-1	Hlpr-3332-1	CC(OP(=O)(O)O)C(NC(=O)CCCCCCS)C(=O)O
Hlpr-3341-0	Hlpr-3341-0	Oc1ccc(Nc2cc(Cl)c(O)c(Cl)c2)cc1
Hlpr-3341-1	Hlpr-3341-1	O=C1OCC(O)C(O)C1O
Hlpr-3343-0	Hlpr-3343-0	O=C(O)C(O)C(=O)CO
Hlpr-3344-0	Hlpr-3344-0	O=C1C=CC(=Nc2cc(Cl)c(O)c(Cl)c2)C=C1
Hlpr-3345-1	Hlpr-3345-1	CCC(O)C(=O)O
Hlpr-3346-1	Hlpr-3346-1	O=C(O)C(O)C(O)CO
Hlpr-3420-1	Hlpr-3420-1	NC(CCl)C(=O)O
Hlpr-3452-0	Hlpr-3452-0	O=CCCC(=O)c1cccnc1
Hlpr-3452-1	Hlpr-3452-1	CNN=O
Hlpr-3459-0	Hlpr-3459-0	CC(=O)NC1C(O)OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C1O
Hlpr-3469-1	Hlpr-3469-1	O=C(O)c1cccnc1
Hlpr-3470-0	Hlpr-3470-0	O=C(O)c1ccc[n+](C2OC(COP(=O)(O)O)C(O)C2O)c1
Hlpr-3471-0	Hlpr-3471-0	CN(CCCC(O)c1ccc[n+](C2OC(C(=O)O)C(O)C(O)C2O)c1)N=O
Hlpr-3487-0	Hlpr-3487-0	O=P1(O)OC2C(O)C(O)C(O)C(O)C2O1
Hlpr-3525-1	Hlpr-3525-1	NC(CCOP(=O)(O)O)C(=O)O
Hlpr-3535-0	Hlpr-3535-0	O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
Hlpr-3546-0	Hlpr-3546-0	O=C1CCC(C(=O)O)N1
Hlpr-3562-0	Hlpr-3562-0	O=C(O)C1CC(O)CN1
Hlpr-3578-0	Hlpr-3578-0	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O
Hlpr-3597-0	Hlpr-3597-0	O=C(O)c1cc(C(=O)O)c2c(n1)c(O)c(O)c1cc(C(=O)O)[nH]c12
Hlpr-3598-0	Hlpr-3598-0	O=C1CCCCC1
Hlpr-3599-1	Hlpr-3599-1	O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2
